gold,Program,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,CompleteCallersCallees,classGold
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,High,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,Medium,-1,-1,-1,-1,Medium,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,NoTrace,
T,chess,Inner,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,Trace,
T,chess,Inner,Low,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,1,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,Medium,-1,-1,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,1,NoTrace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,-1,1,Trace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Medium,-1,-1,-1,Medium,-1,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,-1,1,NoTrace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,Low,-1,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,-1,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,Trace,
T,chess,Inner,Low,-1,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Low,Medium,-1,-1,Medium,-1,Low,-1,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,Medium,High,Low,Medium,Low,Low,-1,-1,Medium,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Low,Low,-1,-1,Low,Medium,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Low,-1,Low,-1,-1,Medium,-1,0,NoTrace,
N,chess,Inner,Low,Medium,High,Low,Medium,Low,Low,-1,-1,Low,Medium,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Low,-1,Low,-1,-1,Medium,-1,0,NoTrace,
N,chess,Inner,Low,Medium,High,Low,Medium,Low,Low,-1,-1,Low,Medium,-1,0,Trace,
N,chess,Inner,Low,Medium,High,Low,Medium,Low,Low,-1,-1,Low,Medium,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Low,-1,Low,-1,-1,Medium,-1,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,Low,-1,-1,Low,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Low,-1,Low,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Low,-1,Low,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
T,chess,Inner,Low,-1,-1,-1,-1,-1,-1,Low,-1,Low,-1,-1,1,Trace,
T,chess,Inner,Low,-1,-1,-1,-1,-1,-1,Low,-1,Low,-1,-1,1,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,Low,-1,-1,Low,-1,1,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,High,Low,High,High,Low,High,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,Medium,Medium,High,Medium,Medium,High,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,High,High,-1,High,High,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,Medium,Medium,High,Medium,Medium,High,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,High,High,-1,High,High,0,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Medium,Medium,High,High,Medium,High,0,Trace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,Medium,Medium,High,High,Medium,High,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,High,High,-1,High,High,0,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,Low,-1,-1,0,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,Low,-1,0,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,Low,-1,0,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,Low,-1,0,NoTrace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Low,-1,Low,-1,Low,-1,0,Trace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Low,-1,Low,-1,Low,-1,0,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Low,Low,-1,Low,-1,0,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,-1,Low,-1,-1,Low,-1,Low,-1,Low,-1,-1,-1,0,Trace,
T,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,Low,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,Low,-1,-1,-1,0,NoTrace,
T,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,Low,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,Low,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,-1,Low,Low,-1,-1,-1,0,Trace,
T,chess,Inner,Low,-1,-1,Low,-1,-1,-1,Low,Low,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Low,-1,-1,Low,-1,-1,Low,Low,-1,-1,-1,0,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Inner,Low,-1,Low,Low,Medium,High,Medium,-1,-1,Medium,-1,Medium,0,Trace,
T,chess,Inner,-1,Low,Low,-1,Medium,High,Low,Medium,-1,Low,Low,Medium,0,Trace,
N,chess,Inner,-1,Low,Low,-1,Medium,High,-1,Medium,-1,-1,Medium,Medium,0,NoTrace,
T,chess,Inner,-1,Low,Low,Low,Medium,High,Low,Medium,-1,Low,Low,Medium,0,Trace,
N,chess,Inner,-1,Low,Low,-1,Medium,High,-1,Medium,-1,-1,Medium,Medium,0,NoTrace,
T,chess,Inner,-1,Low,Low,Low,Medium,High,Low,Medium,-1,Low,Low,Medium,0,Trace,
T,chess,Inner,-1,Low,Low,Low,Medium,High,Low,Medium,-1,Low,Low,Medium,0,Trace,
N,chess,Inner,-1,Low,Low,-1,Medium,High,-1,Medium,-1,-1,Medium,Medium,0,NoTrace,
T,chess,Inner,Low,Low,-1,Low,Low,Low,-1,-1,Medium,-1,-1,-1,0,Trace,
T,chess,Inner,Low,Low,-1,-1,Medium,Low,-1,-1,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Medium,Low,-1,-1,Medium,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,Low,-1,-1,Medium,Low,-1,-1,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Medium,Low,-1,-1,Medium,-1,-1,-1,0,NoTrace,
T,chess,Inner,Medium,-1,-1,Low,Low,Low,-1,-1,Medium,-1,-1,-1,0,Trace,
T,chess,Inner,Medium,-1,-1,Low,Low,Low,-1,-1,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Medium,Low,-1,-1,Medium,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,Low,High,Low,Low,Medium,Medium,-1,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,Low,Low,High,Low,Low,Medium,Medium,-1,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,High,-1,Medium,Medium,-1,Medium,-1,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,Low,Medium,High,Low,Medium,Medium,0,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,Low,Medium,Medium,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,Medium,Medium,Medium,0,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,Medium,Medium,High,Medium,Low,Medium,0,Trace,
T,chess,Inner,Low,-1,-1,-1,-1,-1,High,Low,High,Medium,Low,Medium,0,Trace,
N,chess,Inner,-1,Low,-1,-1,-1,-1,-1,High,High,-1,Medium,Medium,0,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,Low,Medium,High,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,Low,Medium,-1,Medium,Medium,High,1,Trace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,Low,High,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,High,High,1,NoTrace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,Low,Low,-1,Low,Medium,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Medium,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Low,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
T,chess,Leaf,Low,-1,-1,Low,Low,-1,-1,-1,-1,-1,-1,-1,1,Trace,
T,chess,Leaf,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Low,-1,-1,Medium,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,0,NoTrace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,Low,Medium,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,0,NoTrace,
T,chess,Inner,Low,Low,-1,-1,Low,-1,Medium,Low,Medium,-1,-1,-1,0,Trace,
T,chess,Inner,Medium,-1,-1,Low,-1,-1,Medium,Low,Medium,-1,-1,-1,0,Trace,
N,chess,Inner,-1,Medium,-1,-1,Low,-1,-1,Medium,Medium,-1,-1,-1,0,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,1,NoTrace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,Low,Medium,Medium,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,1,NoTrace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Low,Medium,1,Trace,
T,chess,Root,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Low,Medium,1,Trace,
N,chess,Root,-1,-1,-1,-1,-1,-1,-1,Medium,-1,-1,Medium,Medium,1,NoTrace,
N,chess,Leaf,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Trace,
N,chess,Leaf,-1,Medium,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NoTrace,
